Gene_ID,accession,go_id,GOterm_depth,category,evidence_code,go_description,distance,model_name,protein_id,organism,gene_name,reliability_index,support_count,collapsed_support,n_collapsed_terms,collapsed_terms,identity,similarity,alignment_score,gaps_percentage,alignment_length,length_query,length_reference
g_1398,anno1.g1452.t1,GO:0001891,2,C,IDA,phagocytic cup,0.0652,Prot-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9348,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0002119,5,P,IMP,nematode larval development,0.0106,Ankh3-Large,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9894,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0002119,5,P,IMP,nematode larval development,0.0118,ESM,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9882,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0002119,5,P,IMP,nematode larval development,0.0157,ESM3c,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9843,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0002119,5,P,IMP,nematode larval development,0.01,Prost-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.99,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0002119,5,P,IMP,nematode larval development,0.0652,Prot-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9348,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0003344,6,P,IMP,pericardium morphogenesis,0.0133,Ankh3-Large,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9867,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0003344,6,P,IMP,pericardium morphogenesis,0.0132,ESM3c,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9868,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0003344,6,P,IMP,pericardium morphogenesis,0.0149,Prost-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9851,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0003344,6,P,IMP,pericardium morphogenesis,0.0605,Prot-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9395,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0004714,7,F,IMP,transmembrane receptor protein tyrosine kinase activity,0.0096,ESM,SVH2_CAEEL,Caenorhabditis elegans.,svh-2 {ECO:0000312|WormBase:T14E8.1a},0.9904,1,2,2,"GO:0004713, GO:0004888",16.5033,30.3105,-184,22.8758,1224,1082,1086
g_1398,anno1.g1452.t1,GO:0004888,3,F,IDA,transmembrane signaling receptor activity,0.0106,Ankh3-Large,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9894,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0004888,3,F,IDA,transmembrane signaling receptor activity,0.0157,ESM3c,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9843,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0004888,3,F,IDA,transmembrane signaling receptor activity,0.01,Prost-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.99,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0004888,3,F,IDA,transmembrane signaling receptor activity,0.0652,Prot-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9348,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0005737,2,C,IDA,cytoplasm,0.0133,Ankh3-Large,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9867,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0005737,2,C,IDA,cytoplasm,0.0132,ESM3c,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9868,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0005737,2,C,IDA,cytoplasm,0.0149,Prost-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9851,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0005737,2,C,IDA,cytoplasm,0.0605,Prot-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9395,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0005886,3,C,IDA,plasma membrane,0.0106,Ankh3-Large,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9894,2,2,1,GO:0016020,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0005886,3,C,IDA,plasma membrane,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,2,1,1,GO:0016020,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0005886,3,C,IDA,plasma membrane,0.0157,ESM3c,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9843,1,2,1,GO:0016020,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0005886,3,C,IDA,plasma membrane,0.01,Prost-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.99,1,2,1,GO:0016020,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0005886,3,C,IDA,plasma membrane,0.0652,Prot-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9348,2,2,1,GO:0016020,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0005925,5,C,IDA,focal adhesion,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0005925,5,C,IDA,focal adhesion,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0005925,5,C,IDA,focal adhesion,0.1026,Prot-T5,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.8974,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007015,5,P,IMP,actin filament organization,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007015,5,P,IMP,actin filament organization,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007015,5,P,IMP,actin filament organization,0.1026,Prot-T5,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.8974,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007157,5,P,TAS,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,0.0109,Ankh3-Large,ITA5_DROME,Drosophila melanogaster (Fruit fly).,ItgaPS5 {ECO:0000312|FlyBase:FBgn0034880},0.9891,4,1,1,GO:0007155,23.8387,40.929,460,17.5285,1141,1082,1000
g_1398,anno1.g1452.t1,GO:0007157,5,P,TAS,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,3,1,1,GO:0007155,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007157,5,P,TAS,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,0.0114,ESM3c,ITA4_DROME,Drosophila melanogaster (Fruit fly).,ItgaPS4 {ECO:0000312|FlyBase:FBgn0034005},0.9886,3,0,0,,24.1176,41.4286,507,19.2437,1190,1082,1069
g_1398,anno1.g1452.t1,GO:0007157,5,P,TAS,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,0.0102,Prost-T5,ITA4_DROME,Drosophila melanogaster (Fruit fly).,ItgaPS4 {ECO:0000312|FlyBase:FBgn0034005},0.9898,3,0,0,,24.1176,41.4286,507,19.2437,1190,1082,1069
g_1398,anno1.g1452.t1,GO:0007157,5,P,TAS,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,0.0367,Prot-T5,ITA4_DROME,Drosophila melanogaster (Fruit fly).,ItgaPS4 {ECO:0000312|FlyBase:FBgn0034005},0.9633,4,1,1,GO:0007155,24.1176,41.4286,507,19.2437,1190,1082,1069
g_1398,anno1.g1452.t1,GO:0007160,4,P,TAS,cell-matrix adhesion,0.0109,Ankh3-Large,ITA5_DROME,Drosophila melanogaster (Fruit fly).,ItgaPS5 {ECO:0000312|FlyBase:FBgn0034880},0.9891,3,1,1,GO:0007155,23.8387,40.929,460,17.5285,1141,1082,1000
g_1398,anno1.g1452.t1,GO:0007160,4,P,TAS,cell-matrix adhesion,0.0095,ESM,ITA4_DROME,Drosophila melanogaster (Fruit fly).,ItgaPS4 {ECO:0000312|FlyBase:FBgn0034005},0.9905,2,1,1,GO:0007155,24.1176,41.4286,507,19.2437,1190,1082,1069
g_1398,anno1.g1452.t1,GO:0007160,4,P,TAS,cell-matrix adhesion,0.0114,ESM3c,ITA4_DROME,Drosophila melanogaster (Fruit fly).,ItgaPS4 {ECO:0000312|FlyBase:FBgn0034005},0.9886,3,0,0,,24.1176,41.4286,507,19.2437,1190,1082,1069
g_1398,anno1.g1452.t1,GO:0007160,4,P,TAS,cell-matrix adhesion,0.0102,Prost-T5,ITA4_DROME,Drosophila melanogaster (Fruit fly).,ItgaPS4 {ECO:0000312|FlyBase:FBgn0034005},0.9898,3,0,0,,24.1176,41.4286,507,19.2437,1190,1082,1069
g_1398,anno1.g1452.t1,GO:0007160,4,P,TAS,cell-matrix adhesion,0.0367,Prot-T5,ITA4_DROME,Drosophila melanogaster (Fruit fly).,ItgaPS4 {ECO:0000312|FlyBase:FBgn0034005},0.9633,3,1,1,GO:0007155,24.1176,41.4286,507,19.2437,1190,1082,1069
g_1398,anno1.g1452.t1,GO:0007391,6,P,IMP,dorsal closure,0.0133,Ankh3-Large,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9867,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007391,6,P,IMP,dorsal closure,0.0132,ESM3c,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9868,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007391,6,P,IMP,dorsal closure,0.0149,Prost-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9851,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007391,6,P,IMP,dorsal closure,0.0605,Prot-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9395,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007411,8,P,IMP,axon guidance,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,2,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007411,8,P,IMP,axon guidance,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007411,8,P,IMP,axon guidance,0.0132,ESM3c,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9868,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007411,8,P,IMP,axon guidance,0.0149,Prost-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9851,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007411,8,P,IMP,axon guidance,0.0605,Prot-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9395,2,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007413,8,P,IMP,axonal fasciculation,0.0106,Ankh3-Large,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9894,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0007413,8,P,IMP,axonal fasciculation,0.0118,ESM,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9882,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0007413,8,P,IMP,axonal fasciculation,0.0157,ESM3c,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9843,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0007413,8,P,IMP,axonal fasciculation,0.01,Prost-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.99,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0007413,8,P,IMP,axonal fasciculation,0.0652,Prot-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9348,1,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0007414,4,P,IMP,axonal defasciculation,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007414,4,P,IMP,axonal defasciculation,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007414,4,P,IMP,axonal defasciculation,0.1026,Prot-T5,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.8974,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007431,5,P,TAS,salivary gland development,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,2,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007431,5,P,TAS,salivary gland development,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007431,5,P,IMP,salivary gland development,0.0132,ESM3c,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9868,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007431,5,P,IMP,salivary gland development,0.0149,Prost-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9851,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007431,5,P,IMP,salivary gland development,0.0605,Prot-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9395,2,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007432,5,P,IMP,salivary gland boundary specification,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007432,5,P,IMP,salivary gland boundary specification,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007432,5,P,IMP,salivary gland boundary specification,0.1026,Prot-T5,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.8974,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007435,5,P,IGI,salivary gland morphogenesis,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,1,1,1,GO:0009887,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007435,5,P,IGI,salivary gland morphogenesis,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,1,1,GO:0009887,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007435,5,P,IGI,salivary gland morphogenesis,0.1026,Prot-T5,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.8974,1,1,1,GO:0009887,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007476,5,P,IMP,imaginal disc-derived wing morphogenesis,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007476,5,P,IMP,imaginal disc-derived wing morphogenesis,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007476,5,P,IMP,imaginal disc-derived wing morphogenesis,0.1026,Prot-T5,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.8974,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007494,5,P,TAS,midgut development,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,2,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007494,5,P,TAS,midgut development,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007494,5,P,TAS,midgut development,0.0132,ESM3c,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9868,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007494,5,P,TAS,midgut development,0.0149,Prost-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9851,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007494,5,P,TAS,midgut development,0.0605,Prot-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9395,2,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007508,5,P,IMP,larval heart development,0.0133,Ankh3-Large,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9867,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007508,5,P,IMP,larval heart development,0.0132,ESM3c,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9868,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007508,5,P,IMP,larval heart development,0.0149,Prost-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9851,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007508,5,P,IMP,larval heart development,0.0605,Prot-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9395,1,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007608,6,P,IGI,sensory perception of smell,0.0122,Ankh3-Large,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9878,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007608,6,P,IGI,sensory perception of smell,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007608,6,P,IGI,sensory perception of smell,0.1026,Prot-T5,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.8974,1,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0007614,7,P,TAS,short-term memory,0.0133,Ankh3-Large,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9867,1,1,1,GO:0007613,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007614,7,P,TAS,short-term memory,0.0132,ESM3c,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9868,1,1,1,GO:0007613,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007614,7,P,TAS,short-term memory,0.0149,Prost-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9851,1,1,1,GO:0007613,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0007614,7,P,TAS,short-term memory,0.0605,Prot-T5,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9395,1,1,1,GO:0007613,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0008078,5,P,IMP,mesodermal cell migration,0.0106,Ankh3-Large,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9894,1,2,1,GO:0016477,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0008078,5,P,IMP,mesodermal cell migration,0.0118,ESM,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9882,1,1,1,GO:0016477,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0008078,5,P,IMP,mesodermal cell migration,0.0157,ESM3c,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9843,1,1,1,GO:0016477,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0008078,5,P,IMP,mesodermal cell migration,0.01,Prost-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.99,1,1,1,GO:0016477,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0008078,5,P,IMP,mesodermal cell migration,0.0652,Prot-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9348,1,2,1,GO:0016477,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0008305,5,C,IPI,integrin complex,0.0106,Ankh3-Large,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.9894,3,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
g_1398,anno1.g1452.t1,GO:0008305,5,C,IDA,integrin complex,0.0089,ESM,ITA1_DROME,Drosophila melanogaster (Fruit fly).,mew,0.9911,2,0,0,,22.1331,38.733,466,21.3312,1247,1082,1146
g_1398,anno1.g1452.t1,GO:0008305,5,C,IDA,integrin complex,0.0132,ESM3c,ITA3_DROME,Drosophila melanogaster (Fruit fly).,scb,0.9868,2,0,0,,22.0959,38.424,415,21.5272,1231,1082,1115
g_1398,anno1.g1452.t1,GO:0008305,5,C,IPI,integrin complex,0.01,Prost-T5,INA1_CAEEL,Caenorhabditis elegans.,ina-1,0.99,2,0,0,,23.4323,39.6865,454,16.7492,1212,1082,1139
